6.0,8.0,7.2727272727272725,0.0,1.0,7.0
7.0,9.0,8.125,0.0,1.0,8.0
2.0,4.0,3.0,0.0,1.0,3.0
3.0,5.0,4.6,0.0,1.0,4.0
1.0,3.0,2.1666666666666665,0.0,1.0,2.0
4.0,5.0,4.666666666666667,0.0,1.0,5.0
3.0,5.0,4.6,0.0,1.0,4.0
1.0,3.0,2.0,0.0,1.0,2.0
0.0,2.0,1.3125,0.0,1.0,1.0
2.0,4.0,3.375,0.0,1.0,3.0
4.0,6.0,5.2,0.0,1.0,5.0
2.0,4.0,3.25,0.0,1.0,3.0
0.0,2.0,1.411764705882353,0.0,1.0,1.0
5.0,6.0,5.2,0.0,1.0,6.0
3.0,5.0,3.8,0.0,1.0,4.0
0.0,2.0,1.3333333333333333,0.0,1.0,1.0
2.0,4.0,3.3333333333333335,0.0,1.0,3.0
8.0,9.0,8.4,0.0,1.0,9.0
2.0,4.0,3.2222222222222223,0.0,1.0,3.0
5.0,6.0,5.571428571428571,0.0,1.0,6.0
1.0,3.0,2.4444444444444446,0.0,1.0,2.0
2.0,4.0,3.1,0.0,1.0,3.0
5.0,6.0,5.5,0.0,1.0,6.0
6.0,8.0,6.909090909090909,0.0,1.0,7.0
6.0,8.0,7.090909090909091,0.0,1.0,7.0
4.0,6.0,5.222222222222222,0.0,1.0,5.0
7.0,9.0,8.142857142857142,0.0,1.0,8.0
4.0,6.0,5.125,0.0,1.0,5.0
6.0,8.0,7.0,0.0,1.0,7.0
4.0,6.0,5.1,0.0,1.0,5.0
3.0,5.0,3.8,0.0,1.0,4.0
2.0,4.0,3.1,0.0,1.0,3.0
2.0,4.0,3.25,0.0,1.0,3.0
5.0,7.0,6.0,0.0,1.0,6.0
7.0,8.0,7.4,0.0,1.0,8.0
0.0,2.0,1.4,0.0,1.0,1.0
5.0,7.0,5.75,0.0,1.0,6.0
2.0,4.0,3.2857142857142856,0.0,1.0,3.0
3.0,5.0,4.0,0.0,1.0,4.0
5.0,7.0,6.333333333333333,0.0,1.0,6.0
1.0,3.0,1.6363636363636365,0.0,1.0,2.0
4.0,6.0,4.777777777777778,0.0,1.0,5.0
3.0,5.0,3.888888888888889,0.0,1.0,4.0
1.0,3.0,2.176470588235294,0.0,1.0,2.0
0.0,2.0,1.411764705882353,0.0,1.0,1.0
4.0,6.0,5.0,0.0,1.0,5.0
4.0,5.0,4.625,0.0,1.0,5.0
2.0,4.0,3.4545454545454546,0.0,1.0,3.0
7.0,8.0,7.333333333333333,0.0,1.0,8.0
4.0,6.0,4.857142857142857,0.0,1.0,5.0
4.0,6.0,5.111111111111111,0.0,1.0,5.0
0.0,2.0,1.0,0.0,1.0,1.0
6.0,8.0,6.75,0.0,1.0,7.0
5.0,7.0,5.8,0.0,1.0,6.0
2.0,4.0,3.1666666666666665,0.0,1.0,3.0
5.0,7.0,6.5,0.0,1.0,6.0
6.0,8.0,7.0,0.0,1.0,7.0
2.0,3.0,2.6,0.0,1.0,3.0
4.0,6.0,5.0,0.0,1.0,5.0
4.0,6.0,4.666666666666667,0.0,1.0,5.0
6.0,8.0,6.777777777777778,0.0,1.0,7.0
4.0,6.0,5.416666666666667,0.0,1.0,5.0
3.0,5.0,3.7,0.0,1.0,4.0
0.0,2.0,1.0,0.0,1.0,1.0
8.0,9.0,8.4,0.0,1.0,9.0
